ap12l_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Servicio de streaming por suscripción (Netflix, Amazon, Disney+, otros)] - No disponible
ap12l_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Servicio de streaming por suscripción (Netflix, Amazon, Disney+, otros)] - Multimarca
ap12l_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Servicio de streaming por suscripción (Netflix, Amazon, Disney+, otros)] - Sí
ap12l_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Servicio de streaming por suscripción (Netflix, Amazon, Disney+, otros)] - No
ap12m_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Televisión por cable o digital] - Blanco
ap12m_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Televisión por cable o digital] - No disponible
ap12m_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Televisión por cable o digital] - Multimarca
ap12m_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Televisión por cable o digital] - Sí
ap12m_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Televisión por cable o digital] - No
ap13_Blanco;¿Tenés celular propio? - Blanco
ap13_No_disponible;¿Tenés celular propio? - No disponible
ap13_Multimarca;¿Tenés celular propio? - Multimarca
ap13_Sí;¿Tenés celular propio? - Sí
ap13_No;¿Tenés celular propio? - No
ap14_Blanco;Desde tu celular, ¿podés acceder a Internet por medio de datos? - Blanco
ap14_No_disponible;Desde tu celular, ¿podés acceder a Internet por medio de datos? - No disponible
ap14_Multimarca;Desde tu celular, ¿podés acceder a Internet por medio de datos? - Multimarca
ap14_Sí;Desde tu celular, ¿podés acceder a Internet por medio de datos? - Sí
ap14_No;Desde tu celular, ¿podés acceder a Internet por medio de datos? - No
ap15_Blanco;Aproximadamente, ¿cuántos libros hay donde vivís? - Blanco
ap15_No_disponible;Aproximadamente, ¿cuántos libros hay donde vivís? - No disponible
ap15_Multimarca;Aproximadamente, ¿cuántos libros hay donde vivís? - Multimarca
ap15_No_tengo_libros_en_formato_papel;Aproximadamente, ¿cuántos libros hay donde vivís? - No tengo libros en formato papel
ap15_De_1_a_5_libros;Aproximadamente, ¿cuántos libros hay donde vivís? - De 1 a 5 libros
ap15_De_6_a_20_libros;Aproximadamente, ¿cuántos libros hay donde vivís? - De 6 a 20 libros
ap15_De_21_a_50_libros;Aproximadamente, ¿cuántos libros hay donde vivís? - De 21 a 50 libros
ap15_De_51_a_100_libros;Aproximadamente, ¿cuántos libros hay donde vivís? - De 51 a 100 libros
ap15_Más_de_100_libros;Aproximadamente, ¿cuántos libros hay donde vivís? - Más de 100 libros
ap16a_Blanco;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Blanco
ap16a_No_disponible;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - No disponible
ap16a_Multimarca;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Multimarca
ap16a_Primario;¿Cuál fue el último nivel educativo alcanzado por tu(s) madre(s), padre(s) o persona adulta responsable? [Madre] - Primario
